,First word,Second word,Third word,Faculty,Admission probability,Relatives graduated this faculty,Plans to work in this field,Preparation for admission,Math,Russian language,Social science,Foreign language,History,Probability of other faculties admission,Pay for university possibility,Student loan,Age,Sex,Financial situation of the family,Number of foreign languages,First foreign language,Second foreign language,Third foreign language,Fourth foreign language,Family social class
321,востребованный,сложный,популярный,Экономический факультет,10,yes,1.0,7,100,100,100,100,100,10,2.0,2,19,1,1,3,английский,французский,суахили,,1
322,сильный, престижный, модный,Механико–математический факультет,5,no,2.0,"1,4,5",66,79,95,79,91,6,2.0,2,17,2,4,1,английский,,,,3
323,интересный, замудреный, математический,Экономический факультет,6,no,2.0,1.5,48,82,64,80,53,6,1.0,3,17,1,5,1,английский,,,,2
325,престижный,востребованный, высокооплачиваемый,Юридический факультет,8,no,1.0,"1,4,5",49,84,70,89,70,10,3.0,2,17,2,6,1,английский,,,,2
326,общество, люди, группа,Социологический факультет,9,no,2.0,1,36,68,69,62,60,5,1.0,2,16,1,7,1,английский,,,,3
327,интересный,желательный,,Экономический факультет,7,no,1.0,5,75,81,72,70,61,1,1.0,2,20,1,5,2,английский,казахский,,,3
328,заманчивый, перспективный, прибыльный,Геологический факультет,3,no,2.0,5,52,82,59,87,79,5,3.0,2,17,2,5,1,английский,,,,3
329,страшный, важный, красивый,Юридический факультет,6,no,2.0,5,56,61,55,52,79,6,1.0,3,16,1,7,4,английский,азербайджанский,турецкий,,7
330,замечательный, бесподобный, интересный,Юридический факультет,10,no,2.0,3,60,100,83,59,86,10,2.0,2,18,2,6,2,английский,франузский,,,7
331,престижный, сложный, молодежный,Экономический факультет,8,no,1.0,1,71,76,75,62,70,3,1.0,2,18,2,5,2,французский,английский,,,3
332,интересный, привлекательный, желаемый,Юридический факультет,10,no,2.0,1,75,80,92,89,64,10,1.0,2,19,1,4,2,английский,немецкий,,,2
333,хороший,умный,качественный,Факультет вычислительной математики и кибернетики,10,no,1.0,1,92,93,91,94,90,10,1.0,2,17,1,6,2,английский,франузский,,,3
334,классный, хороший, интересный,Высшая школа государственного аудита факультет,7,no,2.0,7,44,63,68,69,43,7,2.0,2,17,1,4,2,английский,немецкий,,,3
335,большой, красивый, премиальный,Факультет вычислительной математики и кибернетики,4,no,2.0,1,74,81,80,63,43,4,2.0,2,18,2,3,2,английский,немецкий,,,3
336,знание законов, правильно, круто,Юридический факультет,8,no,2.0,2,40,70,80,63,80,8,2.0,2,17,2,5,1,русский,,,,1
337,родной,новый,классный,Экономический факультет,7,no,2.0,1,60,71,80,63,65,10,2.0,3,18,2,6,1,английский,,,,3
338,сложный, престижный, успешный,Высшая школа бизнеса факультет,7,yes,2.0,1,81,82,83,94,65,5,1.0,2,17,1,6,1,английский,,,,3
339,желанный, интересный, статусный,Химический факультет,10,no,1.0,4,63,95,80,69,86,9,3.0,3,18,1,4,2,английский,немецкий,,,3
340,перспективный, интересный, престижный,Факультет вычислительной математики и кибернетики,7,no,2.0,7,45,90,100,90,54,7,3.0,3,18,2,7,1,английский,,,,7
341,красиво, престижно, тяжело,Биологический факультет,6,no,2.0,1,68,73,56,58,54,6,2.0,2,17,1,6,1,английский,,,,3
342,увлекательный,интересный,,Геологический факультет,8,no,1.0,5,69,95,85,75,54,6,2.0,2,17,2,5,2,английский,французский,,,2
343,финансируемый,,,Юридический факультет,6,no,1.0,1,50,57,69,59,58,6,1.0,2,17,1,4,2,английский,испанский,,,3
344,перспективный, престижный, лёгкий,Экономический факультет,10,no,4.0,1,74,88,74,88,66,10,1.0,1,19,1,2,4,русский,,,,2
346,престижный, перспективный, авторитетный,Юридический факультет,6,yes,2.0,1,63,92,90,89,96,6,2.0,2,17,2,4,1,английский,,,,3
347,интересный, необычный, тихий,Геологический факультет,9,no,2.0,3,85,95,65,93,67,8,2.0,2,17,2,4,3,английский,немецкий,французский,,3
349,интересный, творческий, нестандартный,Высшая школа телевидения факультет,8,yes,1.0,6,52,62,83,58,91,5,1.0,2,18,1,7,1,английский,,,,2
350,престижный, интересный, качественный,Экономический факультет,10,no,2.0,6,52,70,80,83,77,10,1.0,2,16,1,6,3,испанский,немецкий,английский,,2
352,надежда,,,Экономический факультет,7,no,2.0,1,56,98,58,87,91,6,2.0,2,18,2,5,1,немецкий,,,,3
353,интересный, сложный, перспективный,Факультет мировой политики,9,yes,4.0,1,52,95,90,68,96,8,3.0,3,17,1,7,1,английский,,,,3
354,фундаментальный,базовый, перспективный,Исторический факультет,8,no,2.0,5,52,82,80,62,64,7,3.0,3,17,2,4,2,английский,немецкий,,,3
356,философский факультет,,,Философский факультет,10,no,4.0,7,52,74,80,55,77,10,1.0,3,18,1,7,2,армянский,английский,,,2
357,интересный,интеллектуальный,познавательный,Исторический факультет,8,no,2.0,1,63,74,81,56,78,8,1.0,3,16,2,6,1,английский,,,,2
358,общительный, интересный, развивающий,Социологический факультет,8,no,2.0,6,70,95,80,92,82,8,2.0,2,17,2,5,3,английский,испанский,французский,,3
359,престижный,интересный,гуманитарный,Факультет мировой политики,7,no,2.0,1,66,76,66,83,73,9,2.0,2,16,2,4,1,английский,,,,2
360,новый, стильный, вычурный,Экономический факультет,7,no,2.0,5,48,95,62,92,66,1,2.0,2,17,2,5,2,английский,французский,,,3
361,интересный, перспективный, желанный,Факультет государственного управления,7,yes,1.0,4,60,69,81,56,82,4,2.0,2,17,2,5,1,английский,,,,3
362,интересный, успешный, привлекательный,Высшая школа современных социальных наук факультет,8,yes,2.0,2,71,90,66,82,82,8,3.0,2,17,2,5,1,английский,,,,2
363,строгий, математический, таинственный,Экономический факультет,8,no,2.0,4,32,82,56,83,91,8,1.0,2,17,1,6,2,английский,китайский,,,1
365,опасный, неожиданный, загадочный,Химический факультет,9,no,2.0,1,52,98,56,94,66,6,2.0,2,17,2,6,1,английский,,,,3
366,престижный, научный, сложный,Экономический факультет,10,no,1.0,2,68,83,74,60,86,10,2.0,2,23,1,4,1,английский,,,,3
367,престижный, перспективный, востребованный,Высшая школа государственного аудита факультет,7,no,2.0,1,76,95,75,66,56,6,2.0,2,18,1,4,2,английский,испанский,,,3
368,горы, красное, пафос,Факультет почвоведения,7,no,2.0,3,40,87,83,66,89,7,2.0,3,18,2,5,1,английский,,,,3
369,интересный популярный познавательный,,,Факультет государственного управления,5,no,2.0,4,68,68,71,68,96,6,1.0,2,17,1,5,1,английский,,,,3
371,серьёзный, интересный, увлекательный,Юридический факультет,5,no,2.0,1,68,84,85,85,56,5,1.0,1,18,2,4,2,английский,французский,,,3
